frame,G908R_febuxostat_rep1,G908R_febuxostat_rep2,G908R_febuxostat_rep3,G908R_natural_rep1,G908R_natural_rep2,G908R_natural_rep3,R702W_febuxostat_rep1,R702W_febuxostat_rep2,R702W_febuxostat_rep3,R702W_natural_rep1,R702W_natural_rep2,R702W_natural_rep3
1563,179.9176,186.4016,132.0755,186.8918,189.6552,124.3756,129.0713,133.0714,183.3021,182.5796,181.6530,131.7214
1564,180.4969,186.8477,132.0792,187.1685,189.1556,124.7922,128.3716,133.3194,184.4184,182.2673,181.7635,131.4294
1565,179.8877,185.4106,131.9386,186.1631,189.1390,124.1389,129.0190,133.1469,183.4196,183.0028,181.4942,131.1713
1566,180.7686,186.4931,132.2142,186.5092,189.9533,124.2300,129.3119,133.8358,183.8152,182.5615,180.1932,132.2912
1567,180.9226,186.3226,132.2229,186.7774,190.1032,124.4521,129.0838,134.5940,183.7614,182.8132,180.2647,131.8766
1568,181.3679,185.9799,131.9028,187.9420,189.9625,124.9885,129.7303,134.7250,183.4130,182.7763,180.3546,132.0649
1569,182.1015,186.0326,132.2377,187.8757,189.9655,123.8939,129.6615,134.0290,184.0919,183.6182,181.0982,131.9615
1570,181.1595,185.2072,131.8599,187.1987,189.1159,125.1990,130.0299,133.8427,183.3561,183.6612,181.6697,132.4452
1571,180.2181,185.4916,132.5896,187.4003,189.6508,124.7763,129.3463,133.8042,183.6185,183.2834,181.3461,131.9100
1572,179.7929,185.7249,6.3921,187.2188,189.8531,125.5652,129.0851,133.7293,184.0084,183.5744,180.7453,131.8335
1573,180.3997,185.9653,132.8799,188.3172,190.3451,125.3094,129.7754,132.4970,184.2641,182.7314,181.2267,131.9379
1574,180.1423,186.3808,7.2709,188.4970,189.6854,125.1702,128.6710,133.3147,184.5229,183.2261,180.8606,132.4236
1575,179.2775,185.0535,132.7890,188.3834,189.2167,124.9215,129.8238,133.5115,185.2420,183.6062,180.8463,132.3775
1576,180.6860,185.5350,6.8945,187.4336,189.4812,124.2500,129.3060,133.1774,184.9356,183.2835,181.4729,132.3926
1577,181.2157,184.8076,7.4593,187.2762,189.6452,123.9316,128.6596,132.8656,185.4704,183.2701,181.0274,131.7875
1578,182.5353,186.1627,7.8415,187.4849,190.0387,124.6190,128.9686,133.5741,185.1222,183.4850,181.5504,132.7126
1579,182.2518,186.0449,133.0825,187.8419,190.6248,124.3466,129.1868,133.2106,184.9710,183.7632,180.8958,132.7577
1580,182.3103,186.0383,132.0950,188.3989,190.2184,123.9908,128.9783,134.1813,185.2793,183.4111,181.3371,132.7172
1581,181.7813,185.0379,132.6499,187.9099,190.0979,124.7772,127.1028,133.1455,183.9151,183.1775,181.4415,132.7399
1582,181.5879,186.3286,6.8591,187.8589,188.9427,123.5717,127.7187,133.2800,183.6902,182.9874,180.7594,132.4482
1583,180.3516,185.8436,6.8293,187.9986,189.1035,124.6128,128.1047,133.7870,184.9843,183.3489,180.9893,132.3319
1584,180.8234,186.2416,6.9248,187.8278,188.3262,124.5059,128.7218,133.6105,184.2651,183.3546,180.2291,132.7114
1585,181.0267,185.0235,6.2061,187.6090,188.5643,124.3108,128.3637,133.5906,184.7652,182.6969,180.5858,132.7673
1586,181.5186,185.6222,5.9985,187.4849,188.4639,125.2129,128.7365,133.7230,185.2163,183.2628,180.2431,132.3275
1587,181.3855,186.0118,6.5324,187.5703,188.4547,124.8892,128.0187,134.1179,184.9443,183.2960,179.4733,132.5377
1588,180.5482,186.3677,6.3745,186.0913,188.2806,125.3608,127.0009,133.2213,184.5607,183.6956,179.3458,132.7933
1589,180.2811,186.7929,6.4748,186.3711,189.0004,124.7080,128.3414,133.0030,184.5420,183.2165,180.2278,133.0643
1590,180.0243,185.8948,5.2549,186.7129,189.0137,124.4600,127.8733,133.0350,184.0657,182.8568,179.8946,132.7981
1591,179.2638,186.0128,5.4502,187.1900,188.4082,124.6764,128.0857,133.7098,183.8767,183.6509,180.0569,132.7711
1592,179.6746,186.1035,6.3828,187.0101,188.7336,125.1056,127.6492,133.5291,183.3976,183.2436,179.7114,133.0328
1593,180.3400,185.4893,6.6805,187.4122,189.8979,124.5534,127.7433,132.9645,183.2232,182.6148,179.0437,133.0213
1594,180.7854,185.1543,5.7513,187.2521,190.2747,125.4794,127.9472,133.7348,183.2324,182.7691,179.2667,132.9396
1595,181.6455,186.0779,5.9867,187.8058,190.1431,124.6743,127.6603,133.3867,182.7572,183.0563,179.2641,132.6635
1596,180.9859,186.4230,5.8444,187.9888,189.7947,124.8856,127.8567,133.3935,182.7042,183.6685,180.5530,132.3283
1597,180.4013,186.4709,6.3295,188.3375,189.7178,124.8041,127.5405,133.1215,183.0019,183.7854,180.6584,132.6746
1598,179.4328,186.0536,6.3242,188.4133,190.3731,125.4094,127.0663,133.3347,183.2227,183.2894,180.8287,132.7814
1599,179.9802,185.9919,6.4987,189.4379,190.3642,125.7129,127.2884,133.2449,183.2717,182.5359,180.0958,133.0389
1600,180.3691,184.9736,131.8112,189.5734,189.1562,125.5366,127.1561,133.1417,184.0196,183.5007,180.3936,132.7404
1601,180.9363,185.4266,132.4281,189.9630,189.1628,124.3544,127.4871,132.1569,183.4011,183.5668,180.6069,132.1621
1602,180.3824,186.2727,132.7624,189.9659,188.9502,123.6725,127.0316,132.1280,182.0063,183.3268,180.5186,131.9037
1603,179.9822,186.2121,132.7290,189.1623,189.3583,123.9285,126.7725,132.2826,183.3570,183.1195,180.0719,132.5634
1604,180.2449,186.5419,132.2618,189.9345,189.0550,124.9491,127.0066,132.1120,182.9003,182.8107,180.4286,132.2306
1605,180.7462,186.4789,132.1511,189.9959,189.9275,124.4249,127.1329,132.8511,182.4541,183.1839,181.0695,132.2245
1606,179.9702,186.2817,132.4818,189.7356,188.4855,124.4676,127.6294,133.2765,181.9574,183.1599,180.5368,132.5940
1607,179.4773,186.3250,132.5543,188.9347,188.8781,125.5463,127.7439,133.7614,182.6711,182.7042,180.8027,131.9645
1608,178.5750,186.4179,131.8297,189.3793,189.6924,125.0343,127.7224,133.5272,182.2266,183.2885,182.0144,131.9055
1609,178.6910,186.4487,132.4501,188.8789,189.7301,124.9634,127.9799,133.5906,182.3455,182.5542,181.7879,131.4537
1610,179.3143,185.8820,132.5663,189.0846,190.1181,125.0819,129.1695,133.4350,182.9897,182.1339,181.4217,131.5860
1611,179.6916,186.0698,132.8009,189.1912,189.6286,125.6272,127.8729,133.8673,182.6126,181.9341,181.1476,131.7407
1612,178.9811,186.2326,132.6263,189.0485,190.4593,125.0417,128.9803,134.0190,182.9880,181.8197,181.4757,131.3321
1613,179.7377,186.3522,132.1608,188.8418,189.6667,124.0004,127.9738,133.6496,183.1925,181.5461,180.8296,132.0529
1614,180.3178,184.8508,133.4270,189.2150,189.3896,124.8453,127.5349,133.5984,183.0967,182.6445,180.8614,132.3193
1615,179.4525,186.3117,133.6083,188.3879,189.5186,124.6916,127.9100,133.7280,183.1228,182.3903,181.7376,132.3693
1616,178.9188,186.3219,133.3756,188.3703,189.8707,123.6396,127.3203,133.3793,183.1154,181.8077,181.1266,132.3668
1617,179.6295,186.4059,132.1129,187.6806,189.9851,124.3652,127.5845,133.5744,182.9583,181.6495,181.1171,132.8674
1618,179.5937,186.8946,134.0091,187.3634,189.3267,125.3153,127.3445,133.2593,183.4369,181.5633,181.4785,132.6320
1619,179.4758,187.0317,134.2265,187.9368,188.4433,125.1780,127.0892,133.6304,182.6529,182.2699,181.7013,131.7861
1620,178.4452,186.9774,133.6038,188.5332,188.2583,125.1631,126.7999,133.9135,183.6012,181.4797,180.1733,132.2149
1621,179.1402,185.5657,133.6985,188.8478,189.1538,125.5230,127.2886,133.6869,184.0015,181.3573,180.0235,132.3182
1622,179.7218,185.5613,132.4606,189.4401,189.6965,125.2313,127.4514,133.6519,183.8966,181.2372,181.1075,132.5285
1623,179.7475,185.8932,5.5787,189.1768,188.9814,125.2730,127.4531,133.5335,183.3703,181.3800,181.2328,132.5984
1624,179.1812,186.0665,132.2941,189.4667,188.6739,125.2400,127.5524,132.8041,182.9135,181.2645,180.8673,132.4890
1625,179.3760,186.2311,5.8544,188.9753,188.8313,124.1410,126.6095,133.1848,183.0573,181.3533,181.4261,132.6752
1626,179.4696,185.4550,5.4177,190.4647,188.3946,123.2849,127.5197,132.9839,181.9573,181.7798,181.1368,132.2171
1627,179.1194,185.1817,5.2390,190.3628,188.4109,124.0850,128.1162,133.5873,181.9387,181.5976,181.5102,132.7566
1628,178.7445,186.0122,6.6618,189.2942,188.7429,124.6196,128.0195,133.3411,181.1974,181.9149,181.3090,132.5478
1629,179.4037,186.1899,6.7573,189.8364,188.4052,124.3565,126.8982,133.4408,180.7397,182.3089,181.2139,133.0276
1630,178.9749,185.3287,6.9663,189.9817,188.8853,123.9960,127.4983,133.0624,182.2574,181.4615,181.2485,132.9686
1631,180.3330,185.0710,7.2069,189.4082,189.8394,124.0160,126.9247,133.6548,182.7051,181.7085,181.2890,132.7484
1632,180.2295,186.3379,6.2568,190.0532,190.7136,124.4138,126.8773,134.0888,183.0922,182.6294,181.5456,133.2920
1633,179.5494,185.6555,6.9401,189.6758,189.0080,124.9464,126.7331,133.4399,183.2796,182.4817,182.4391,133.3446
1634,179.8738,186.2924,6.0013,190.0237,190.4517,124.8692,127.1067,134.4496,183.6597,182.3436,183.0344,133.1085
1635,180.7464,185.7469,6.0177,189.8633,189.8986,124.3038,127.0217,133.4483,182.9391,182.4023,181.8091,133.4977
1636,180.7415,185.9660,5.9992,189.2690,190.1274,124.5536,127.2828,133.2848,183.1700,182.4294,182.1903,133.5771
1637,180.1728,185.5878,132.9136,188.2348,190.2299,124.6664,127.0568,133.3058,183.3169,182.6118,182.4370,133.4568
1638,181.6818,186.5238,5.5300,188.2558,191.0711,124.7466,126.9678,133.9815,183.5884,181.9983,182.0614,133.3152
1639,181.2464,185.4157,5.9292,188.2587,190.4619,124.8272,126.9364,133.4918,183.4013,181.9128,182.1541,133.7691
1640,181.6511,185.3835,131.9812,188.9123,191.1375,124.6353,126.4879,134.3144,184.1702,181.3668,182.2200,133.2037
1641,182.1639,185.9639,5.2500,188.8183,190.4998,124.4302,126.7946,133.5364,184.2024,180.3545,182.7834,133.1195
1642,181.2675,186.0176,131.2468,189.1853,189.8145,124.4162,126.7038,132.7756,184.1318,180.2675,182.6063,132.5444
1643,181.5397,186.4615,130.7975,189.8870,189.0703,124.4557,127.2837,133.1022,184.2745,180.9152,182.4559,133.0170
1644,180.9218,185.9213,131.5909,190.6287,190.5040,124.4142,127.1301,133.1063,184.4513,181.9043,181.9128,133.0090
1645,180.8352,186.5641,130.4958,191.0481,190.1126,124.2357,126.9427,132.8858,184.7975,181.4286,181.1165,132.9102
1646,181.3889,185.5829,131.5795,190.6594,190.3650,124.4212,127.1943,133.7506,185.0061,181.8982,180.8996,132.7388
1647,180.8440,184.6840,5.0530,190.0855,191.5002,124.2172,127.5040,133.3671,185.1908,182.0860,181.0918,132.9513
1648,181.0319,184.7920,4.9490,190.4016,190.9643,123.7909,127.4148,133.3257,185.1456,182.1798,181.0668,133.2993
1649,180.5663,184.4217,4.1231,191.1169,190.8077,123.9383,126.8133,133.4429,185.1339,181.6117,181.2029,133.1833
1650,179.8971,184.8508,130.8491,191.8179,190.7045,123.4452,127.3206,133.2164,184.0631,181.3070,181.1026,133.1857
1651,179.6940,184.3665,131.3059,191.8427,190.3241,123.7013,126.8412,133.2102,184.2611,182.2964,181.4250,133.8268
1652,179.2853,185.0332,130.5369,191.3565,190.6973,124.1716,126.9105,132.3352,184.0326,182.0843,181.0090,133.5604
1653,179.2763,184.3664,130.9646,191.6953,190.0605,124.3174,127.0958,133.0050,183.8142,183.0006,180.9244,132.5210
1654,178.7804,184.1030,131.6025,191.3753,190.0100,124.4617,126.8015,133.1392,183.5048,182.1439,181.0656,133.2078
1655,178.7832,184.6963,130.8886,190.1301,189.5700,124.0513,126.6005,133.4612,183.9980,182.5752,180.7606,132.7166
1656,178.3212,185.1371,131.4667,189.6686,188.6795,124.2162,126.7678,133.9284,184.5563,182.7720,182.2983,132.5979
1657,179.5122,184.2633,131.5110,189.6526,188.9590,124.0801,127.1507,134.3931,183.8073,182.3349,181.6810,132.7630
1658,179.5836,184.0543,131.3063,190.3417,188.8610,125.5590,126.1186,135.0076,183.3480,181.9617,181.4334,133.1231
1659,179.2339,184.7283,130.7330,190.2223,188.8917,124.7838,127.4624,133.5320,184.0868,181.5325,181.2905,132.7854
1660,179.8981,184.2091,130.9454,189.8509,188.6265,124.8065,127.4570,134.4418,183.7292,181.8460,180.4804,132.5530
1661,180.2451,184.9961,130.9192,189.6220,188.9521,124.8465,127.2343,133.9648,184.3986,181.6552,180.8838,132.3379
1662,180.3023,184.4203,131.4554,189.5497,189.0768,125.2548,127.3892,133.9849,184.3914,182.5765,180.0739,132.3205
1663,180.7283,184.8307,131.1715,189.3610,190.0286,125.2635,126.7284,134.3074,184.8234,182.9317,181.0207,132.4033
1664,179.7663,184.7137,130.9131,189.3935,190.7676,125.0247,126.3601,190.5243,184.6996,183.1748,180.9230,131.7988
1665,179.6135,184.9884,130.8449,189.8928,189.6110,125.1620,126.7287,190.9990,185.3422,182.8770,180.7516,132.1959
1666,179.1357,185.0454,130.8530,189.3476,189.4910,124.7449,126.9226,134.0669,185.1154,182.3951,180.9179,131.7850
1667,178.6712,185.6583,130.6801,190.0469,189.4557,124.4305,127.2518,190.4150,184.7831,183.2217,180.7314,131.5259
1668,179.5160,185.6485,130.6772,189.3995,189.6590,124.7361,126.1585,191.0484,185.2786,183.2987,181.3109,130.9326
1669,179.9798,185.2475,130.5454,189.4236,189.1030,124.8509,126.5061,191.8544,185.8011,184.4018,180.9725,130.6373
1670,179.8714,185.4730,130.3447,189.5715,189.8146,124.0702,126.0909,134.8048,184.8746,184.1064,180.4351,130.0803
1671,180.0589,184.6720,130.7073,188.4879,190.0336,124.5083,125.5292,133.8129,184.1034,183.3490,180.7563,130.6406
1672,181.3589,184.6660,130.8329,188.1835,190.0717,124.9002,125.9011,133.5626,184.0811,183.2414,180.5395,130.9788
1673,181.9897,185.2835,130.9088,188.0359,190.6683,124.8086,126.2285,134.1652,184.5963,182.9880,180.5669,130.9544
1674,182.0147,185.0009,130.7795,188.5416,189.8969,124.7984,125.9452,133.6310,185.0302,182.6136,180.4336,131.4433
1675,182.6070,185.8113,131.4598,188.7993,190.6510,124.3935,126.3670,189.3078,185.2740,182.5511,180.5101,131.5159
1676,181.9924,184.8554,131.8626,189.3995,189.7919,124.3521,126.6294,133.5990,185.3390,183.4647,180.6064,131.5765
1677,181.7124,186.0293,132.4058,189.1912,189.7253,125.3329,126.4123,133.4583,184.9751,182.7293,180.5622,131.5952
1678,180.8412,185.0085,131.8525,189.1563,190.3286,124.7006,126.3730,189.3371,185.1007,182.5827,180.8111,131.9962
1679,181.0250,184.3129,131.5543,188.8771,189.4265,124.9373,125.9731,133.4909,185.6028,182.9347,180.6085,132.0437
1680,180.3089,184.5009,132.2052,188.2614,189.8719,125.4906,126.3592,134.3057,185.8087,182.9101,179.3080,131.7993
1681,179.8137,183.9167,132.2381,189.8914,189.5592,124.9159,126.2692,190.6234,185.9265,183.3989,179.8555,132.4049
1682,179.9364,184.0749,132.5113,188.8090,189.7719,125.2110,126.4360,190.2107,185.6335,183.2435,179.8204,132.4325
1683,179.8532,184.3240,132.7327,189.3972,189.9504,124.6265,126.5292,191.2166,185.2203,182.4961,180.3667,132.4076
1684,179.1207,183.7310,132.2040,189.1797,188.8380,124.9912,126.8246,189.6311,185.5178,182.7297,180.8248,132.1965
1685,179.7268,183.1665,132.9831,188.6709,189.8464,125.1242,126.7133,189.8959,185.3928,182.9918,180.6648,131.8765
1686,179.2136,184.7420,132.9243,189.2360,190.1240,124.8330,126.8545,190.1454,185.5962,183.2996,180.9156,132.2717
1687,180.1475,184.9475,132.2574,189.0201,189.3289,124.9463,126.3315,134.0830,184.5896,182.9581,181.2748,132.2106
1688,179.9242,184.2664,131.9790,189.9942,189.2437,124.7317,126.0702,191.2424,185.0669,182.9209,181.9628,132.5372
1689,181.0839,184.7208,133.0185,189.4454,188.7890,125.1542,125.9127,133.6152,184.7403,182.8932,182.5117,132.0931
1690,180.0216,185.6747,132.9024,189.8213,189.5728,125.3333,125.9848,133.2909,183.9467,181.7002,181.5593,132.6822
1691,180.7239,185.2042,132.4195,189.6200,189.4400,125.9504,126.1760,133.7338,184.0605,182.4756,181.6233,132.4037
1692,180.5649,185.2736,6.7699,189.8796,189.7745,125.6671,126.0690,133.4134,183.7535,182.1820,181.0549,131.7744
1693,179.8868,185.2381,6.8209,189.2339,189.3035,126.3413,126.5958,132.9960,184.1067,181.8987,182.2363,131.7407
1694,179.5477,185.3581,6.5188,188.3009,188.7526,126.1546,126.5929,133.5570,184.4158,181.8058,182.7071,131.1882
1695,179.3287,185.4155,6.5323,187.6437,189.1439,126.7972,126.2882,132.3732,184.4224,182.0213,182.8765,130.8597
1696,180.4006,184.7953,132.3283,188.3689,189.1906,126.5035,126.2723,133.0768,183.6868,182.5015,182.3456,131.5400
1697,180.8778,185.1070,132.2420,189.0502,189.3194,127.0247,126.4738,132.7294,184.4596,182.1870,181.8451,131.2209
1698,180.4653,185.1066,131.9568,189.2420,189.2770,125.9352,126.9936,133.1370,183.9662,182.6416,181.9744,131.1648
1699,181.1789,185.1050,131.1885,188.1970,189.4361,126.8676,126.6525,133.8711,184.1291,182.3664,181.7991,130.1961
1700,183.0103,185.4836,131.3681,189.0753,189.9365,126.5462,126.8059,133.6228,184.8951,182.7625,180.8897,130.6043
1701,182.7450,185.3157,131.5970,189.6750,189.6152,125.9074,126.4875,133.9848,184.5640,182.7581,181.2476,130.6561
1702,182.7606,184.7686,132.0990,189.6926,190.2490,126.1978,126.6920,133.5992,184.3737,182.6194,180.4153,131.5218
1703,181.4738,185.9189,131.9470,189.0440,190.3794,126.4784,126.4910,133.7523,183.3293,183.2081,180.8833,131.2890
1704,180.1290,186.2306,5.9550,189.5800,190.0967,126.1623,126.2218,133.4913,184.0890,183.3275,181.6089,131.2212
1705,180.1187,185.4879,6.6138,189.0439,190.6358,125.9820,126.6418,133.8701,184.7107,183.0503,181.3618,130.9297
1706,179.9645,186.1544,132.2283,189.0719,190.6261,127.0246,125.4776,133.8387,184.4830,183.6182,181.0538,131.2866
1707,179.7852,186.0739,132.2199,189.7164,189.7544,127.6816,125.3915,133.9377,183.5355,183.3654,182.1058,131.2119
1708,179.1410,186.3443,132.8294,189.6132,188.8625,127.2981,125.7795,133.6499,183.1748,183.6339,181.4288,131.1878
1709,179.8755,185.9523,132.5424,189.7959,190.1295,127.2767,125.6099,133.0470,184.1665,182.9388,180.3745,130.7696
1710,179.9857,186.6190,132.0175,189.7681,188.7887,127.6924,125.7764,133.5602,184.1925,182.6815,180.6024,130.7509
1711,180.1662,185.9822,5.6446,190.2266,188.9506,127.3107,126.2247,133.4158,183.4615,182.0077,181.0475,130.9534
1712,179.6366,186.7527,5.3523,190.4102,189.3561,127.0455,125.8955,133.4568,183.5994,182.5533,181.6395,130.6427
1713,179.6183,186.4652,5.5800,190.6626,188.9658,126.9899,126.0117,132.7317,184.0019,183.7311,181.4388,130.9512
1714,179.6820,186.2414,6.2362,191.3343,190.1066,127.6456,126.8548,133.3614,183.4710,182.8090,182.1408,131.3118
1715,180.1155,185.8227,6.2007,190.8635,190.3565,127.5051,126.2019,190.5599,182.7532,183.5443,182.2684,131.3330
1716,180.9499,186.2326,5.7981,191.1727,190.8781,127.9710,125.6781,132.9440,182.9533,183.6951,182.1381,131.1893
1717,180.8510,187.0292,5.4508,190.1784,188.9335,128.1306,126.5031,133.5034,183.9264,182.6580,181.5220,131.5718
1718,181.2237,186.9368,6.0907,190.6011,189.3702,128.6899,126.4253,132.2311,183.5964,182.8495,181.3261,130.9779
1719,180.0036,187.0935,6.6260,189.6168,188.0991,128.4063,126.0647,132.7068,183.7720,183.2083,180.9365,131.3904
1720,180.0533,186.8325,5.7507,189.1623,188.3698,128.4912,126.6767,132.8608,183.5571,183.4075,180.9666,130.8962
1721,180.5159,187.1910,5.4071,189.2691,188.7207,128.6828,127.0602,132.9188,184.1281,183.0333,181.8198,131.1368
1722,181.3466,186.6798,6.9470,189.7639,188.8910,127.9649,127.2949,132.0536,183.4058,183.1946,181.0157,131.1490
1723,181.3114,185.2291,6.4390,189.7302,187.8945,128.0210,126.8174,132.6299,183.8649,182.9922,181.2046,131.1254
1724,181.5417,186.1111,6.8812,189.8107,189.4712,128.3578,126.1259,132.7538,183.7363,182.9752,181.5808,130.4364
1725,182.1063,186.1170,6.1342,189.4209,189.4123,127.7816,127.1544,133.7199,184.2276,182.8079,181.6909,130.5462
1726,181.9997,185.6682,6.6955,188.3998,189.0139,127.5179,126.9617,132.8403,184.2352,183.0267,181.2673,131.0446
1727,182.1455,185.5312,6.6704,188.5898,188.5362,126.4278,126.7533,133.0668,184.6880,182.4219,181.6078,130.9648
1728,182.3452,186.4993,6.6113,188.1647,189.3193,126.7361,126.7837,132.7405,184.2321,183.5586,181.0434,131.0749
1729,182.4971,186.3141,7.0021,188.0637,187.8385,126.0044,126.7053,133.4885,184.7451,183.4032,181.1683,130.7540
1730,180.9057,185.8633,6.4139,188.2166,188.8742,126.0196,127.1675,132.8693,185.3790,182.9045,181.3542,131.3587
1731,180.4215,186.3211,6.2032,189.3265,187.7964,125.9825,127.3953,189.3390,185.4439,183.3459,181.5333,130.5165
1732,180.1561,186.0216,6.0685,188.8226,188.0055,125.8566,127.8011,188.9169,185.5647,184.0073,181.3486,130.8255
1733,181.4006,185.6777,6.0098,188.5809,187.9692,126.0065,127.2270,189.1796,185.0591,183.7399,181.8324,131.1119
1734,181.5798,185.4118,5.2851,188.4171,187.2546,125.8254,127.6344,189.0628,184.5853,183.6705,181.4171,130.2678
1735,182.1810,185.3118,6.4565,188.4871,187.4817,125.7100,127.3593,189.0800,184.3192,183.3754,181.3504,130.0229
1736,182.0352,185.6662,6.0196,189.9503,188.2442,126.3608,127.2681,189.2565,184.1163,184.0701,180.6855,130.1317
1737,182.3919,185.5935,5.3558,188.9078,188.6688,126.7332,127.2260,132.7495,183.9657,183.4795,180.0660,130.1512
1738,181.9403,184.4146,133.4869,189.1969,188.5282,126.6969,127.5026,190.0253,183.4754,184.2616,180.7431,130.1815
1739,181.5991,185.5860,133.8659,188.5464,190.1166,126.2442,127.5116,133.3754,184.1789,183.7349,179.7928,129.7742
1740,181.5689,185.7142,134.7254,188.5555,189.4998,126.4281,127.3087,133.4505,183.7558,184.5636,180.4702,129.9459
1741,180.8732,184.7486,134.6203,188.5993,189.5297,126.7523,128.0188,133.2902,183.5395,184.5427,180.1868,129.6495
1742,181.3463,184.4747,134.3633,188.6038,189.0323,125.4398,127.3904,190.2585,183.7921,183.9148,180.1081,130.6335
1743,180.7329,184.9213,133.5768,189.0109,189.1377,126.3784,127.6707,134.0274,183.3383,184.2849,180.3527,130.7555
1744,180.6808,184.8198,133.3510,188.2487,188.5259,126.7552,127.4307,133.7244,183.6124,183.7364,180.5151,129.7998
1745,181.3748,183.9372,133.6281,187.9408,188.1691,126.4018,127.5777,133.5389,183.5735,184.1835,180.8853,129.8680
1746,180.9902,184.1614,134.1171,187.6033,188.2191,126.3905,128.4237,133.3595,182.8600,183.6648,179.5893,130.1548
1747,181.5393,184.4407,134.8399,189.7715,188.1528,126.6562,128.6819,132.8212,182.8466,183.9614,179.7092,130.6026
1748,181.1574,185.2984,134.2657,189.1090,188.6761,126.6466,129.1595,133.3322,182.7514,184.0214,179.9265,130.3225
1749,180.8457,184.7962,134.1462,189.2575,188.6462,126.0173,128.1156,134.5330,182.4379,183.9890,180.0717,130.0078
1750,180.1064,184.9004,133.4801,188.1028,188.2797,126.4108,127.8387,133.3938,182.7641,183.1800,178.5174,129.9232
1751,181.8314,185.5987,133.6410,188.8488,188.2922,126.7085,127.6906,133.7794,182.6591,183.6337,180.6436,130.0359
1752,183.0635,185.7735,134.5688,189.6906,188.8260,126.1015,127.5419,133.4897,182.3723,183.8748,180.0357,129.9788
1753,182.0828,185.8016,134.0170,189.2550,188.0030,125.7408,126.7485,133.6132,182.1566,183.9670,180.3368,129.9521
1754,181.6352,185.6978,133.4617,190.0470,189.2274,125.5744,126.2357,190.9475,182.7771,184.5989,180.4769,130.1431
1755,182.3314,185.6392,132.8834,189.8307,189.6180,125.6130,127.4430,189.2038,181.5447,184.5767,180.7148,129.8652
1756,182.2535,185.9495,133.6957,190.7725,188.3268,125.1797,126.2934,189.7854,183.7658,184.6876,181.4667,129.9360
1757,182.8237,185.1521,133.7549,191.8100,187.5709,125.4060,127.2953,189.7632,184.2717,183.9456,180.7063,129.6531
1758,183.1291,185.9897,133.5300,192.2172,189.7496,125.3327,127.5963,189.6793,183.9838,184.4160,180.8219,129.6210
1759,182.6461,185.9265,133.7677,191.5199,188.9807,125.0714,127.9885,189.9838,184.0451,183.4223,180.5182,129.6684
1760,182.4811,185.6471,133.7270,191.5708,188.0681,125.3273,127.5124,189.1839,184.1685,184.0739,180.3002,129.2193
1761,182.2852,185.5275,132.7211,190.7779,187.2507,125.7000,127.4031,132.6122,184.0089,184.0016,179.9820,129.9133
1762,182.0463,185.9424,132.5416,190.8891,188.3766,125.3433,127.3689,133.4247,183.5382,183.2682,180.6144,130.2544
1763,182.7510,186.5517,132.8624,190.9284,189.4332,126.1020,126.7483,133.7290,183.2288,183.9038,179.9078,130.2429
1764,181.7927,186.6035,132.5500,189.9973,189.3506,125.0505,127.1973,134.1313,183.1271,183.5887,180.2091,130.8749
1765,182.5248,186.2396,132.9607,189.8495,189.0159,125.1380,127.1567,133.2082,182.4945,183.8095,180.3904,130.5131
1766,182.9627,185.8550,132.7100,189.8714,188.8682,125.3992,126.9924,133.3414,182.8228,183.2242,180.9730,130.2724
1767,183.5535,185.5716,133.0757,189.9236,188.8979,125.8925,127.6006,133.4622,182.5472,182.7140,180.6273,130.7645
1768,183.3678,185.0393,133.6808,190.8592,189.1059,126.1726,127.0926,133.4810,183.4513,183.8698,180.0783,131.0620
1769,183.7642,185.3173,132.9364,189.6054,189.4901,126.2350,126.5633,133.6641,182.3813,183.9220,180.5976,131.3072
1770,183.7047,185.3466,187.6087,190.1374,189.9371,125.7156,125.8093,133.8717,183.4642,183.6934,181.0451,131.4673
1771,183.4334,185.0192,134.5726,190.4595,190.0515,125.1445,126.0778,134.0944,183.2964,183.5524,181.1277,131.4564
1772,183.7213,184.9055,187.4017,190.0840,190.9987,125.2809,126.4291,134.0495,183.2382,183.6211,181.0697,130.9121
1773,184.1725,186.1745,188.4918,189.8901,189.6717,125.6054,126.1535,134.1975,183.8122,182.8303,180.5634,131.2706
1774,185.5408,185.3129,187.4848,189.4318,188.9830,125.6123,126.1626,133.6399,183.6864,183.1059,180.7209,131.2506
1775,184.5507,185.1108,187.2215,190.4094,188.9213,125.6242,126.1993,132.8474,183.1795,183.1296,181.3808,130.5051
1776,184.4984,184.9896,187.5238,190.2551,190.2433,125.6530,125.4336,133.5468,183.3382,183.4700,181.3996,131.0029
1777,185.0687,185.2104,187.1829,189.8138,189.3214,125.2362,126.1837,133.0036,182.6968,183.5451,180.7796,131.8181
1778,184.8392,184.8142,187.4007,189.2481,189.4862,125.5180,126.2478,133.4573,182.6881,182.7553,181.4646,132.0076
1779,185.1254,184.4397,187.5194,189.8672,189.0914,125.0708,125.8934,133.1160,183.3066,182.9431,181.0423,131.3555
1780,184.6524,184.2580,188.3509,189.2690,188.9703,124.8755,125.9572,132.3266,182.9219,183.6521,180.2426,131.9510
1781,183.9882,184.2356,187.2097,190.5829,189.9421,125.3662,126.5800,132.7468,182.5641,183.4238,180.6074,131.8156
